"","date","category_id","subcategory_id","formal_care_labor_force","formal_care_proportion"
"89",2016-01-01,"gender_parent","Childless Women",14196657.37,0.264238604705269
"90",2016-01-01,"gender_parent","Fathers",4475452.97,0.148310274963462
"91",2016-01-01,"gender_parent","Mothers",12057397.38,0.317562439865093
"92",2016-01-01,"gender_parent","Other",3706737.19,0.214442270390876
"93",2017-01-01,"gender_parent","Childless Men",8843440.16,0.143696763800159
"94",2017-01-01,"gender_parent","Childless Women",14522844.22,0.267696689910831
"95",2017-01-01,"gender_parent","Fathers",4522373.46,0.15087630549422
"96",2017-01-01,"gender_parent","Mothers",11969053.35,0.320397400425881
"97",2017-01-01,"gender_parent","Other",3878715.43,0.221989060392633
"98",2018-01-01,"gender_parent","Childless Men",8854653.92,0.142414769463662
"99",2018-01-01,"gender_parent","Childless Women",14775369.98,0.269331892610701
"100",2018-01-01,"gender_parent","Fathers",4366113.94,0.145010438051225
"101",2018-01-01,"gender_parent","Mothers",12109338.84,0.32379388901916
"102",2018-01-01,"gender_parent","Other",3778277.77,0.2178211540744
"103",2019-01-01,"gender_parent","Childless Men",8613508.16,0.138190647445689
"104",2019-01-01,"gender_parent","Childless Women",15052483.04,0.272684623027204
"105",2019-01-01,"gender_parent","Fathers",4464320.01,0.15004807178466
"106",2019-01-01,"gender_parent","Mothers",12161925.98,0.329986618991007
"107",2019-01-01,"gender_parent","Other",3718772.45,0.216231046242878
"108",2020-01-01,"gender_parent","Childless Men",8559399.0731,0.134176173546145
"109",2020-01-01,"gender_parent","Childless Women",14765287.0268,0.264775494312955
"110",2020-01-01,"gender_parent","Fathers",4386321.2022,0.147301179361342
"111",2020-01-01,"gender_parent","Mothers",11682815.9762,0.32007990209566
"112",2020-01-01,"gender_parent","Other",3785708.7002,0.213567204638862
"113",2021-01-01,"gender_parent","Childless Men",7763505.5835,0.120413272349334
"114",2021-01-01,"gender_parent","Childless Women",14026198.4508,0.25290772656165
"115",2021-01-01,"gender_parent","Fathers",4291954.9525,0.14550366945048
"116",2021-01-01,"gender_parent","Mothers",11232742.2584,0.30877434698074
"117",2021-01-01,"gender_parent","Other",3708951.4344,0.210059038887685
"118",2022-01-01,"gender_parent","Childless Men",8474921.54,0.132326806509634
"119",2022-01-01,"gender_parent","Childless Women",14613627.97,0.262569007030732
"120",2022-01-01,"gender_parent","Fathers",4325066.97,0.145086884514108
"121",2022-01-01,"gender_parent","Mothers",11824691.21,0.324067006401974
"122",2022-01-01,"gender_parent","Other",3842463.33,0.22361153613712
"123",2023-01-01,"gender_parent","Childless Men",8854242.74,0.135509946306519
"124",2023-01-01,"gender_parent","Childless Women",15051317.39,0.268715713514763
"125",2023-01-01,"gender_parent","Fathers",4435674.83,0.149888504598576
"126",2023-01-01,"gender_parent","Mothers",11928655.04,0.331272121949037
"127",2023-01-01,"gender_parent","Other",3905019.42,0.225885291653204
"128",2024-01-01,"gender_parent","Childless Men",8951282.84,0.138290687074136
"129",2024-01-01,"gender_parent","Childless Women",15418137.75,0.274181930688556
"130",2024-01-01,"gender_parent","Fathers",4385468.61,0.149100215340161
"131",2024-01-01,"gender_parent","Mothers",11810351.67,0.330900476415339
"132",2024-01-01,"gender_parent","Other",4128846.41,0.22532166549136
"133",2003-01-01,"race_ethnicity","American Indian",172952.85,0.174987975908736
"134",2003-01-01,"race_ethnicity","Asian/Pacific Island",1747642.74,0.210908474932204
"135",2003-01-01,"race_ethnicity","Black",4400272.74,0.209933481651623
"136",2003-01-01,"race_ethnicity","Hispanic",4815297.73,0.199684714800874
"137",2003-01-01,"race_ethnicity","Two or More Races",335137.61,0.169179947085179
"138",2003-01-01,"race_ethnicity","White",23599240.72,0.19004182849408
"139",2004-01-01,"race_ethnicity","American Indian",143384.83,0.14730206776762
"140",2004-01-01,"race_ethnicity","Asian/Pacific Island",1815325.97,0.214527932171221
"141",2004-01-01,"race_ethnicity","Black",4674797.81,0.219866681197089
"142",2004-01-01,"race_ethnicity","Hispanic",4960249.3,0.201017091552504
"143",2004-01-01,"race_ethnicity","Two or More Races",387110.16,0.18784736413926
"144",2004-01-01,"race_ethnicity","White",23594869.78,0.188701364017363
"145",2005-01-01,"race_ethnicity","American Indian",167192.75,0.161856944822724
"146",2005-01-01,"race_ethnicity","Asian/Pacific Island",1770169.27,0.202880375540639
"147",2005-01-01,"race_ethnicity","Black",4579649.2,0.21094195427705
"148",2005-01-01,"race_ethnicity","Hispanic",5135287.11,0.201433412990597
"149",2005-01-01,"race_ethnicity","Two or More Races",417089.5,0.186418507158501
"150",2005-01-01,"race_ethnicity","White",24012232.34,0.191553142817536
"151",2006-01-01,"race_ethnicity","American Indian",203319.08,0.19078783364164
"152",2006-01-01,"race_ethnicity","Asian/Pacific Island",2003680.05,0.223890347376456
"153",2006-01-01,"race_ethnicity","Black",4809929.22,0.2179335836217
"154",2006-01-01,"race_ethnicity","Hispanic",5403206.34,0.20631379764256
"155",2006-01-01,"race_ethnicity","Two or More Races",382555.42,0.171886103371004
"156",2006-01-01,"race_ethnicity","White",24109096.2,0.190986910014357
"157",2007-01-01,"race_ethnicity","American Indian",206956.62,0.177029625496932
"158",2007-01-01,"race_ethnicity","Asian/Pacific Island",2111633.16,0.224170442548595
"159",2007-01-01,"race_ethnicity","Black",4913643.77,0.22020959222996
"160",2007-01-01,"race_ethnicity","Hispanic",5707481.44,0.208299779076846
"161",2007-01-01,"race_ethnicity","Two or More Races",373638.6,0.180105815214087
"162",2007-01-01,"race_ethnicity","White",24902957.44,0.196410074564297
"163",2008-01-01,"race_ethnicity","American Indian",212548.31,0.17927501736759
"164",2008-01-01,"race_ethnicity","Asian/Pacific Island",2102331.76,0.223744284743835
"165",2008-01-01,"race_ethnicity","Black",5038491.65,0.222656899598286
"166",2008-01-01,"race_ethnicity","Hispanic",5687710.18,0.203823807483461
"167",2008-01-01,"race_ethnicity","Two or More Races",376157,0.171633414366615
"168",2008-01-01,"race_ethnicity","White",25080644.55,0.196950584909841
"169",2009-01-01,"race_ethnicity","American Indian",222216.28,0.182006678434969
"170",2009-01-01,"race_ethnicity","Asian/Pacific Island",2087474.07,0.223163450338765
"171",2009-01-01,"race_ethnicity","Black",4974911.68,0.21636860419986
"172",2009-01-01,"race_ethnicity","Hispanic",5922943.98,0.20749118293646
"173",2009-01-01,"race_ethnicity","Two or More Races",405140.45,0.1839284168866
"174",2009-01-01,"race_ethnicity","White",25469920.54,0.199592792601686
"175",2010-01-01,"race_ethnicity","American Indian",264684.7,0.185607461438925
"176",2010-01-01,"race_ethnicity","Asian/Pacific Island",2429701.13,0.227351413297678
"177",2010-01-01,"race_ethnicity","Black",4948516.69,0.214404233447722
"178",2010-01-01,"race_ethnicity","Hispanic",6303127.24,0.20875215038484
"179",2010-01-01,"race_ethnicity","Two or More Races",471615.67,0.193034553387691
"180",2010-01-01,"race_ethnicity","White",24823338.35,0.197330176104362
"181",2011-01-01,"race_ethnicity","American Indian",235457.19,0.170805564010134
"182",2011-01-01,"race_ethnicity","Asian/Pacific Island",2350671.79,0.211242066178889
"183",2011-01-01,"race_ethnicity","Black",5040226.17,0.21580314066174
"184",2011-01-01,"race_ethnicity","Hispanic",6343296.98,0.204932086358486
"185",2011-01-01,"race_ethnicity","Two or More Races",515878.81,0.202480394478939
"186",2011-01-01,"race_ethnicity","White",25236409.32,0.200889924300393
"187",2012-01-01,"race_ethnicity","American Indian",230441.37,0.177399039461198
"188",2012-01-01,"race_ethnicity","Asian/Pacific Island",2412541.53,0.215897960081202
"189",2012-01-01,"race_ethnicity","Black",5109118.46,0.216123669348453
"190",2012-01-01,"race_ethnicity","Hispanic",6973929.03,0.218734174925974
"191",2012-01-01,"race_ethnicity","Two or More Races",564330.53,0.199720738058548
"192",2012-01-01,"race_ethnicity","White",24867734.27,0.197822275647942
"193",2013-01-01,"race_ethnicity","American Indian",227791.88,0.164291759533346
"194",2013-01-01,"race_ethnicity","Asian/Pacific Island",2657699.61,0.228714940268366
"195",2013-01-01,"race_ethnicity","Black",5144320.31,0.214572932972723
"196",2013-01-01,"race_ethnicity","Hispanic",7077898.48,0.217721866114088
"197",2013-01-01,"race_ethnicity","Two or More Races",501661.41,0.183534995467815
"198",2013-01-01,"race_ethnicity","White",25020123.07,0.200294448586612
"199",2014-01-01,"race_ethnicity","American Indian",177679.24,0.139273106967581
"200",2014-01-01,"race_ethnicity","Asian/Pacific Island",2766188.39,0.226141940289085
"201",2014-01-01,"race_ethnicity","Black",5278928.9,0.216557027571307
"202",2014-01-01,"race_ethnicity","Hispanic",7267061.7,0.219793038619251
"203",2014-01-01,"race_ethnicity","Two or More Races",602937.92,0.212254099385736
"204",2014-01-01,"race_ethnicity","White",25353848.92,0.204552656250958
"205",2015-01-01,"race_ethnicity","American Indian",318678.17,0.209326659767369
"206",2015-01-01,"race_ethnicity","Asian/Pacific Island",2724967.6,0.21673807016945
"207",2015-01-01,"race_ethnicity","Black",5388825.9,0.217901662837534
"208",2015-01-01,"race_ethnicity","Hispanic",7334889.32,0.214184883952617
"209",2015-01-01,"race_ethnicity","Two or More Races",571670.9,0.20907013705993
"210",2015-01-01,"race_ethnicity","White",25309601.55,0.204203797914814
"211",2016-01-01,"race_ethnicity","American Indian",333572.02,0.213109254262998
"212",2016-01-01,"race_ethnicity","Asian/Pacific Island",2835724.79,0.221243373817126
"213",2016-01-01,"race_ethnicity","Black",5812260.33,0.230995529052471
"214",2016-01-01,"race_ethnicity","Hispanic",7786566.99,0.222359995516685
"215",2016-01-01,"race_ethnicity","Two or More Races",561702.3,0.203706672340305
"216",2016-01-01,"race_ethnicity","White",25773859.88,0.208560017189284
"217",2017-01-01,"race_ethnicity","American Indian",308029.5,0.200890197477674
"218",2017-01-01,"race_ethnicity","Asian/Pacific Island",2949710.63,0.221457925145556
"219",2017-01-01,"race_ethnicity","Black",6005648.68,0.240115516441203
"220",2017-01-01,"race_ethnicity","Hispanic",7861078.03,0.221614606572571
"221",2017-01-01,"race_ethnicity","Two or More Races",665356.81,0.231411169439044
"222",2017-01-01,"race_ethnicity","White",25946602.97,0.212006982793411
"223",2018-01-01,"race_ethnicity","American Indian",307802.58,0.187537062706671
"224",2018-01-01,"race_ethnicity","Asian/Pacific Island",2898531.23,0.214021631979195
"225",2018-01-01,"race_ethnicity","Black",6184209.66,0.243397991709549
"226",2018-01-01,"race_ethnicity","Hispanic",8003430.56,0.21939623734735
"227",2018-01-01,"race_ethnicity","Two or More Races",718333.81,0.241371694019505
"228",2018-01-01,"race_ethnicity","White",25771446.61,0.211519066524221
"229",2019-01-01,"race_ethnicity","American Indian",344667.53,0.209855357252887
"230",2019-01-01,"race_ethnicity","Asian/Pacific Island",3093738.53,0.224449783755299
"231",2019-01-01,"race_ethnicity","Black",6081740.36,0.241263423912432
"232",2019-01-01,"race_ethnicity","Hispanic",8326649.07,0.225032886056114
"233",2019-01-01,"race_ethnicity","Two or More Races",691583.34,0.220341649231533
"234",2019-01-01,"race_ethnicity","White",25472630.81,0.211279454079905
"235",2020-01-01,"race_ethnicity","American Indian",339647.8671,0.22801408222177
"236",2020-01-01,"race_ethnicity","Asian/Pacific Island",2957520.7327,0.212262783313392
"237",2020-01-01,"race_ethnicity","Black",5742754.752,0.223019544556591
"238",2020-01-01,"race_ethnicity","Hispanic",8164586.3438,0.215420140209646
"239",2020-01-01,"race_ethnicity","Two or More Races",743801.6539,0.22301483429347
"240",2020-01-01,"race_ethnicity","White",25231220.629,0.208260250980224
"241",2021-01-01,"race_ethnicity","American Indian",287092.9911,0.172010978579524
"242",2021-01-01,"race_ethnicity","Asian/Pacific Island",2780130.3761,0.200411715414099
"243",2021-01-01,"race_ethnicity","Black",5469290.9,0.212224219115183
"244",2021-01-01,"race_ethnicity","Hispanic",7621099.1747,0.198315566586519
"245",2021-01-01,"race_ethnicity","Two or More Races",663363.5341,0.203343878697159
"246",2021-01-01,"race_ethnicity","White",24202375.7036,0.20091268728142
"247",2022-01-01,"race_ethnicity","American Indian",275407.65,0.161767819406577
"248",2022-01-01,"race_ethnicity","Asian/Pacific Island",3074615.31,0.218621652988736
"249",2022-01-01,"race_ethnicity","Black",5983057.58,0.232520207009485
"250",2022-01-01,"race_ethnicity","Hispanic",8428176.53,0.215998106674269
"251",2022-01-01,"race_ethnicity","Two or More Races",641185.13,0.204298652301789
"252",2022-01-01,"race_ethnicity","White",24678328.82,0.206464215557498
"253",2023-01-01,"race_ethnicity","American Indian",308116.28,0.191598735517648
"254",2023-01-01,"race_ethnicity","Asian/Pacific Island",3227223.36,0.217381837158771
"255",2023-01-01,"race_ethnicity","Black",6012003.57,0.232166544409544
"256",2023-01-01,"race_ethnicity","Hispanic",9016153.26,0.224662799901537
"257",2023-01-01,"race_ethnicity","Two or More Races",721281.44,0.206295748235327
"258",2023-01-01,"race_ethnicity","White",24890131.51,0.21046223966174
"259",2024-01-01,"race_ethnicity","American Indian",299967.78,0.193427917234834
"260",2024-01-01,"race_ethnicity","Asian/Pacific Island",3319512.42,0.221833831400268
"261",2024-01-01,"race_ethnicity","Black",6181293.64,0.237539804602691
"262",2024-01-01,"race_ethnicity","Hispanic",9406400.62,0.228615233512158
"263",2024-01-01,"race_ethnicity","Two or More Races",787808.98,0.207323277881243
"264",2024-01-01,"race_ethnicity","White",24699103.84,0.211269545203655
"265",2003-01-01,"educ","Bachelor's Degree",7340716.93,0.229459970697591
"266",2003-01-01,"educ","Graduate Degree",5951615.76,0.393332952730054
"267",2003-01-01,"educ","High School",8436510.19,0.150865186955948
"268",2003-01-01,"educ","No HS Diploma",4123047.7,0.16187744095906
"269",2003-01-01,"educ","Some College",9218653.81,0.177295278752409
"270",2004-01-01,"educ","Bachelor's Degree",7355875.72,0.225995577972183
"271",2004-01-01,"educ","Graduate Degree",6325223.64,0.404596978222996
"272",2004-01-01,"educ","High School",8571674.96,0.151402946836385
"273",2004-01-01,"educ","No HS Diploma",4060296.98,0.162285002772498
"274",2004-01-01,"educ","Some College",9262666.55,0.175911281133279
"275",2005-01-01,"educ","Bachelor's Degree",7286496.71,0.222199077164931
"276",2005-01-01,"educ","Graduate Degree",6439532.02,0.406717085557328
"277",2005-01-01,"educ","High School",8710478.26,0.151962317586141
"278",2005-01-01,"educ","No HS Diploma",4174147.26,0.163817384550874
"279",2005-01-01,"educ","Some College",9470965.92,0.17826322588108
"280",2006-01-01,"educ","Bachelor's Degree",7565805.73,0.22580574256894
"281",2006-01-01,"educ","Graduate Degree",6469373.5,0.399440703175247
"282",2006-01-01,"educ","High School",9013240.02,0.157321044986358
"283",2006-01-01,"educ","No HS Diploma",4091691.25,0.161065959924765
"284",2006-01-01,"educ","Some College",9771675.81,0.179834235860308
"285",2007-01-01,"educ","Bachelor's Degree",8195518.3,0.232687082026239
"286",2007-01-01,"educ","Graduate Degree",6876772.49,0.409961677598654
"287",2007-01-01,"educ","High School",8965926.03,0.155852298690636
"288",2007-01-01,"educ","No HS Diploma",4136553.78,0.161897002668743
"289",2007-01-01,"educ","Some College",10041540.43,0.185632875249262
"290",2008-01-01,"educ","Bachelor's Degree",8182827.78,0.226754255425854
"291",2008-01-01,"educ","Graduate Degree",7065881.33,0.401777356066335
"292",2008-01-01,"educ","High School",8810510.94,0.15492944225396
"293",2008-01-01,"educ","No HS Diploma",3974887.95,0.164915196815085
"294",2008-01-01,"educ","Some College",10463775.45,0.186825204335748
"295",2009-01-01,"educ","Bachelor's Degree",8218118.76,0.229195658321312
"296",2009-01-01,"educ","Graduate Degree",7300393.62,0.40310386670577
"297",2009-01-01,"educ","High School",8739520.33,0.152710068407097
"298",2009-01-01,"educ","No HS Diploma",4014092.44,0.165832596732079
"299",2009-01-01,"educ","Some College",10810481.85,0.191256877465026
"300",2010-01-01,"educ","Bachelor's Degree",8340314.1,0.227834170335777
"301",2010-01-01,"educ","Graduate Degree",7189386.52,0.397985613964995
"302",2010-01-01,"educ","High School",8868229.35,0.152695456886712
"303",2010-01-01,"educ","No HS Diploma",3896752.75,0.161394500565144
"304",2010-01-01,"educ","Some College",10946301.06,0.192943374967123
"305",2011-01-01,"educ","Bachelor's Degree",8327539.25,0.223240061612487
"306",2011-01-01,"educ","Graduate Degree",7477213.38,0.40134165378455
"307",2011-01-01,"educ","High School",8752440.58,0.153636102267229
"308",2011-01-01,"educ","No HS Diploma",3785446.37,0.158226864629972
"309",2011-01-01,"educ","Some College",11379300.68,0.195656305517031
"310",2012-01-01,"educ","Bachelor's Degree",8425015.96,0.220975444203918
"311",2012-01-01,"educ","Graduate Degree",7394855.63,0.389515787385181
"312",2012-01-01,"educ","High School",9145609.2,0.16118934720458
"313",2012-01-01,"educ","No HS Diploma",3963532.09,0.168908568802611
"314",2012-01-01,"educ","Some College",11229082.31,0.189634464250435
"315",2013-01-01,"educ","Bachelor's Degree",8532969.01,0.220094642097349
"316",2013-01-01,"educ","Graduate Degree",7626668.08,0.384462888080204
"317",2013-01-01,"educ","High School",9047030.73,0.161637475383482
"318",2013-01-01,"educ","No HS Diploma",3808858.68,0.168434877507304
"319",2013-01-01,"educ","Some College",11613968.26,0.193730265851031
"320",2014-01-01,"educ","Bachelor's Degree",8462831.01,0.214749954351274
"321",2014-01-01,"educ","Graduate Degree",8241119.68,0.400242790035118
"322",2014-01-01,"educ","High School",9409843.89,0.168763364191908
"323",2014-01-01,"educ","No HS Diploma",3605374.01,0.161226951202146
"324",2014-01-01,"educ","Some College",11727476.48,0.196709542021788
"325",2015-01-01,"educ","Bachelor's Degree",8872570.11,0.221551484160054
"326",2015-01-01,"educ","Graduate Degree",8221811.23,0.392627746446329
"327",2015-01-01,"educ","High School",8996844.03,0.158364525244705
"328",2015-01-01,"educ","No HS Diploma",3855551.3,0.168912710930851
"329",2015-01-01,"educ","Some College",11701856.77,0.197921358982449
"330",2016-01-01,"educ","Bachelor's Degree",9087796.66,0.222559591003825
"331",2016-01-01,"educ","Graduate Degree",8868339.03,0.399325680612275
"332",2016-01-01,"educ","High School",9314005.15,0.166125649584262
"333",2016-01-01,"educ","No HS Diploma",3937823.6,0.178209331069462
"334",2016-01-01,"educ","Some College",11895721.87,0.199273162155607
"335",2017-01-01,"educ","Bachelor's Degree",9422964.92,0.226421369868098
"336",2017-01-01,"educ","Graduate Degree",8730929.94,0.388881532723845
"337",2017-01-01,"educ","High School",9944915.74,0.176735434797883
"338",2017-01-01,"educ","No HS Diploma",3571791.8,0.17245391410115
"339",2017-01-01,"educ","Some College",12065824.22,0.202626851765801
"340",2018-01-01,"educ","Bachelor's Degree",9849237.4,0.225497435770976
"341",2018-01-01,"educ","Graduate Degree",8822894.53,0.38397993319773
"342",2018-01-01,"educ","High School",9477908.48,0.169503212704924
"343",2018-01-01,"educ","No HS Diploma",3555769.59,0.172271194736679
"344",2018-01-01,"educ","Some College",12177944.45,0.20754616603593
"345",2019-01-01,"educ","Bachelor's Degree",9942786.09,0.222360945144529
"346",2019-01-01,"educ","Graduate Degree",9131921.28,0.387968185780522
"347",2019-01-01,"educ","High School",9658722.54,0.174047963752271
"348",2019-01-01,"educ","No HS Diploma",3580296.03,0.175382907276746
"349",2019-01-01,"educ","Some College",11697283.7,0.204580086624852
"350",2020-01-01,"educ","Bachelor's Degree",10158512.0609,0.216653381277891
"351",2020-01-01,"educ","Graduate Degree",9383620.9026,0.378113061578756
"352",2020-01-01,"educ","High School",9226473.3047,0.166208592429164
"353",2020-01-01,"educ","No HS Diploma",3118242.6442,0.163396812354238
"354",2020-01-01,"educ","Some College",11292683.0661,0.197215374052104
"355",2021-01-01,"educ","Bachelor's Degree",9630211.1467,0.205127791663447
"356",2021-01-01,"educ","Graduate Degree",9637980.6536,0.382774263181774
"357",2021-01-01,"educ","High School",8357574.1137,0.148243625515272
"358",2021-01-01,"educ","No HS Diploma",2860353.6279,0.150913470107287
"359",2021-01-01,"educ","Some College",10537233.1377,0.188136467611626
"360",2022-01-01,"educ","Bachelor's Degree",9870272.22,0.211739339595787
"361",2022-01-01,"educ","Graduate Degree",9823219.32,0.388551557660822
"362",2022-01-01,"educ","High School",9457608.18,0.162347505142897
"363",2022-01-01,"educ","No HS Diploma",3143067.78,0.167974711192084
"364",2022-01-01,"educ","Some College",10786603.52,0.198574272607522
"365",2023-01-01,"educ","Bachelor's Degree",10304844.79,0.217402702414437
"366",2023-01-01,"educ","Graduate Degree",9999310.98,0.381861969336922
"367",2023-01-01,"educ","High School",9563912.48,0.16552195129882
"368",2023-01-01,"educ","No HS Diploma",3287989.99,0.176959511670173
"369",2023-01-01,"educ","Some College",11018851.18,0.202942747598001
"370",2024-01-01,"educ","Bachelor's Degree",10632163.84,0.222242734393971
"371",2024-01-01,"educ","Graduate Degree",9769831.01,0.371197782794937
"372",2024-01-01,"educ","High School",9918445.06,0.171806512086486
"373",2024-01-01,"educ","No HS Diploma",3324753.91,0.180584691159558
"374",2024-01-01,"educ","Some College",11048893.46,0.20427435510163
"375",2003-01-01,"marst","Married",19482092.23,0.18954945149786
"376",2003-01-01,"marst","Separated, Widowed, or Divorced",5388645.55,0.19998048798344
"377",2003-01-01,"marst","Single-Never-Married",10199806.61,0.200852036479368
"378",2004-01-01,"marst","Married",19869892.4,0.19200363846836
"379",2004-01-01,"marst","Separated, Widowed, or Divorced",5464925.73,0.2031154284909
"380",2004-01-01,"marst","Single-Never-Married",10240919.72,0.196640397152122
"381",2005-01-01,"marst","Married",20016031.07,0.192431014647779
"382",2005-01-01,"marst","Separated, Widowed, or Divorced",5601058.91,0.202403007010258
"383",2005-01-01,"marst","Single-Never-Married",10464530.19,0.197945460823446
"384",2006-01-01,"marst","Married",20413228.61,0.195499411793698
